,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,betha,seed,EPH,corr
16,16,2,1,1,1,0,1,2,1,1,1,1,1,1,2,1,1,0.0,2,1,1,1,2,1,1,1,1,1,1,1,2,0,0,1,2,1,2,1,1,2,1,1,0,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,1,1,1,0,1,2,0,0,1,2.0,1.0,2,1,0.5,16,1.061269146608315,-0.3575255622071205
17,17,2,1,1,1,1,1,0,1,1,1,1,2,1,2,1,0,2.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,0,1,1,1,2,0,0,1,1,2,1,1,1,1,1,1,2,1,0,2,1,1,1,1,1,2,1,1,1,0,2,1,2.0,2.0,1,1,0.5,17,1.015625,-0.32452445696143284
18,18,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1.0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,2.0,1.0,1,1,0.6,18,1.0030395136778116,-0.2371576040951628
19,19,1,1,1,1,1,0,1,1,1,1,1,2,1,2,1,2,1.0,1,2,0,1,2,0,1,1,1,1,2,2,2,1,0,1,1,0,2,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,1,1,1,1,2,1,2,0,2,1,2,1,2.0,1.0,1,0,0.5,19,1.065217391304348,-0.3323224686646353
20,20,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,0.0,1,1,1,0,2,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,0.0,1.0,1,1,0.6,20,1.021917808219178,-0.06682055266195486
21,21,2,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,2.0,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,0,1,1,1,0,1,1,2,1,1,1,1,0,1,1,2,0,1,1,0,1,1,1,1,1,2,1,1.0,0.0,0,0,0.5,21,1.0408653846153846,-0.2046855303633716
22,22,1,1,1,1,0,2,1,1,0,1,1,1,1,1,0,1,1.0,1,0,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,0,1,1,1,2,0,1,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,1,2,3.0,2.0,1,1,0.5,22,1.0649350649350648,-0.44210437181566337
23,23,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,2.0,1,1,1,1,1,1,1,2,0,1,1,1,2,1,0,1,1,1,1,1,1,2,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2.0,2.0,0,1,0.6,23,1.043010752688172,-0.37213097693482583
24,24,1,0,1,0,0,1,1,1,1,1,1,0,1,2,1,0,2.0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,0,1,1,1,2,1,1,1.0,2.0,0,1,0.6,24,1.0373831775700935,-0.26857946232419627
25,25,2,2,1,1,0,1,1,1,0,2,1,1,1,2,1,0,1.0,1,1,1,1,2,2,0,2,1,1,1,0,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,0,1,2,1,1,1,0,1,1,2,1,2,1,1,1,1,1,0,0,1,1,1,1,2,2,2,1,2.0,2.0,2,1,0.4,25,1.0868055555555556,-0.2641364534120437
26,26,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,2.0,0,1,1,1,2,1,1,2,1,1,1,1,2,1,1,0,1,1,1,1,1,2,1,1,1,1,2,2,0,1,1,0,1,1,1,1,0,1,0,1,2,2,1,2,1,0,1,1,0,1,1,0,1,1,1.0,1.0,2,1,0.5,26,1.019047619047619,-0.3282812899541434
27,27,2,1,0,1,2,1,2,1,1,1,1,1,1,0,2,1,2.0,2,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,2,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,0,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1.0,0.0,2,1,0.4,27,1.0962566844919786,-0.14005312736521527
28,28,1,0,1,0,1,0,2,1,1,1,1,2,0,1,1,1,2.0,1,1,1,1,2,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,2,1,2,1,1,0,1,1,1,1,1,2,1.0,2.0,1,1,0.5,28,1.0558035714285714,-0.3345630967211586
29,29,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2.0,1,1,1,0,1,2,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,0,1,1,2,1,0,2,2.0,2.0,1,2,0.5,29,1.0294840294840295,-0.3304099103339543
30,30,1,1,0,1,1,1,1,1,1,1,1,2,0,2,1,1,2.0,0,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,2.0,1.0,2,1,0.5,30,1.0612244897959184,-0.5011044030681233
31,31,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,0,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1,1,2,1,1,2,2,1,1,1,2.0,2.0,1,1,0.6,31,1.0274725274725274,-0.211304206085774
32,32,2,1,1,0,0,0,1,1,1,0,1,0,1,2,1,1,1.0,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,0,1,1,1,1,1,2,1,2,0.0,1.0,2,1,0.5,32,1.051094890510949,-0.33947077014308097
33,33,2,1,1,1,1,2,1,0,1,1,2,1,1,2,0,2,2.0,1,0,1,0,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,2,1,1,1,0,2,1,1,1,1,2,1,1,2,1,1,1,1,1,0,1,1,1,0,1,2,1,2,0,0,1,1,2,3.0,2.0,0,1,0.4,33,1.0882882882882883,-0.30249475123511727
34,34,2,1,1,1,1,2,2,1,1,1,1,0,1,2,1,2,2.0,2,0,1,0,1,2,1,2,1,1,1,1,0,2,1,2,0,1,0,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,0,0,1,2.0,2.0,2,2,0.5,34,1.0342960288808665,-0.42528504455211924
35,35,2,1,2,1,1,1,2,1,1,1,1,0,1,2,1,0,2.0,1,2,1,2,1,1,1,2,1,1,2,1,2,2,1,1,0,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,0,0,1,2,2,1,1,1,0,0,1,1,2,1,1,1,1.0,0.0,0,1,0.5,35,1.0487364620938628,-0.15211469855333004
36,36,1,1,1,1,1,0,0,1,1,0,1,1,1,2,1,2,2.0,1,1,1,2,1,2,1,1,1,1,1,1,1,0,1,1,0,1,2,1,0,2,1,0,1,1,2,0,1,1,1,1,1,1,2,2,1,1,0,1,1,2,1,1,1,1,1,0,1,1,1,1,1,2,1.0,2.0,2,1,0.5,36,1.0335570469798658,-0.3176692518158221
37,37,2,1,1,0,1,2,2,2,0,1,1,1,1,2,1,0,2.0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,1,1,1,0,1,1,2,1,2,1,0,1,1,1,1,1,2,1,1,2,1,0,1,1,2,1,1,1,1,2,0,0,1,1,2,0,1,1,2,1.0,1.0,2,1,0.4,37,1.0678899082568807,-0.26480857987799655
38,38,1,1,0,1,0,1,2,1,1,1,1,1,1,0,1,1,2.0,1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.0,2.0,1,0,0.5,38,1.0186335403726707,-0.23775889036595363
39,39,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,2.0,1,1,1,0,1,2,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,1,0,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,2.0,2.0,1,1,0.5,39,1.0091743119266054,-0.2976604983183163
40,40,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.0,1.0,1,1,0.6,40,1.002932551319648,-0.22287123656449007
41,41,1,1,1,0,1,2,2,1,1,1,1,2,0,1,1,2,2.0,2,2,1,1,1,1,0,2,1,0,2,1,2,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,0,1,1,1,1,2,1,2,0,0,1,2,1,1,2,2.0,1.0,2,1,0.4,41,1.1016042780748663,-0.512498945850442
42,42,1,1,0,1,1,1,2,1,1,1,1,1,1,1,0,1,2.0,2,1,1,0,0,2,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,2,1,0.0,1.0,2,0,0.6,42,1.0350404312668464,-0.3093433502932951
43,43,2,1,1,1,1,2,2,1,1,2,1,1,2,2,1,2,0.0,0,2,1,1,0,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,0,1,0,1,1,1,1,1,2,0,0,1,1,1,2,0,1,0,2,0,2,1,2.0,2.0,2,1,0.4,43,1.0724381625441697,-0.1919008653086993
44,44,1,1,1,0,1,1,2,1,1,1,1,2,1,2,1,1,2.0,2,2,1,0,1,0,0,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,1,1,1,2,2,0,1,1,2,1,1,1,2,1,1,0,2,2,2,0,1,1,1,1,1,1,2,0,1,1,2,1.0,2.0,2,1,0.4,44,1.0417422867513613,-0.3763039884226376
45,45,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,0,2,1,1,0,2,1,0,1,1,1.0,1.0,2,1,0.6,45,1.0184696569920844,-0.23101466753138078
46,46,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,2,2.0,1,0,0,1,1,2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,0,0,1,1,1,1,1,1,1,0,2,1.0,0.0,2,1,0.5,46,1.032258064516129,-0.11686151524076235
47,47,1,1,1,1,1,1,0,0,0,1,1,1,1,2,1,1,2.0,2,1,1,1,2,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,2,2,2,2,0.0,0.0,2,1,0.6,47,1.0175,-0.2978510048582829
48,48,0,1,1,1,1,1,0,1,1,1,1,2,1,2,2,1,2.0,1,1,1,1,2,2,1,1,1,2,1,1,0,2,2,1,1,0,2,1,1,2,1,1,2,2,1,2,1,2,1,0,1,1,0,1,2,1,2,1,2,2,1,1,1,1,1,0,2,2,2,0,2,0,2.0,,1,2,0.4,48,1.0711920529801324,-0.02027718900442542
49,49,1,1,1,1,1,0,1,1,1,1,1,1,0,2,1,1,1.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,2,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1.0,1.0,2,1,0.6,49,1.0084985835694051,-0.3345947056163532
50,50,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,2,,2,1,1,2,1,0,1,1,1,1,1,1,2,1,2,1,0,2,1,2,1,1,1,1,1,2,2,2,1,2,1,0,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,1,0,0.0,1.0,1,1,0.4,50,1.0755711775043937,-0.020242694203220793
51,51,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,0.0,1,1,1,1,0,1,1,2,1,1,1,0,2,1,1,2,1,1,1,2,0,2,1,2,1,1,2,1,1,1,1,2,1,1,2,0,1,2,1,1,0,1,1,0,1,1,2,1,1,2,1,1,0,1,2.0,2.0,0,1,0.6,51,1.020979020979021,-0.14893330754235753
52,52,2,2,1,1,1,1,1,1,1,1,2,0,1,0,1,1,2.0,1,2,1,2,1,1,0,1,1,1,1,0,2,1,1,0,0,1,0,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,1,0,2,2.0,,2,2,0.5,52,1.0670289855072463,-0.3255034294551859
53,53,1,1,1,1,1,1,1,1,1,0,1,2,0,1,1,2,3.0,2,2,1,2,2,0,1,1,0,1,1,2,0,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,2.0,1.0,2,1,0.5,53,1.0732217573221758,-0.1738312225382551
54,54,1,1,0,1,1,1,0,0,1,0,1,2,1,2,1,0,2.0,0,2,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,2,0,1,2,1,1,0,1,2.0,2.0,1,1,0.5,54,1.046875,-0.2860749654293053
55,55,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1.0,1,1,1,1,1,1,1,2,1,0,1,1,0,1,1,1,0,1,0,1,0,2,0,1,1,1,2,1,1,1,1,2,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1.0,0.0,1,1,0.5,55,1.0196078431372548,-0.22544180592438354
56,56,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,2.0,1,1,1,2,1,0,1,0,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,0,1,0,2,2,1,1,1,1,0,1,0,2,2,1,1,2.0,2.0,1,2,0.5,56,1.044496487119438,-0.18014135772869527
57,57,1,0,1,1,1,0,2,1,1,1,1,0,1,2,1,2,2.0,1,1,1,1,1,0,1,2,1,1,1,2,1,1,1,2,1,1,2,1,0,2,1,0,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1,1,0.6,57,1.0226130653266332,-0.20832767806832259
58,58,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,2.0,1,1,1,1,0,1,0,2,0,1,1,2,1,1,1,0,0,1,0,1,0,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,2,2.0,2.0,2,1,0.4,58,1.0555555555555556,-0.4955301445133533
59,59,0,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2.0,1,1,1,1,2,1,0,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,0,0,1,1,0,0,1,1,1,0,1,2,1,0,2,1,1,1,1,1,0,1,1,0,1,1,2,3.0,2.0,2,1,0.5,59,1.0562770562770563,-0.32119577856302606
60,60,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,0,2.0,0,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,0,0,2,1,1,2,1,0,1,1,2,0,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,0,1,1,1,2,0,1.0,0.0,2,1,0.5,60,1.0487329434697856,-0.2625482022288316
61,61,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0.0,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,1,0,1,0,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1,1,1,0,1,2,1,0,1,1.0,1.0,2,1,0.6,61,1.0455696202531646,-0.3333330901864369
62,62,1,1,1,1,1,1,2,1,1,0,1,0,1,2,1,1,2.0,0,0,1,1,1,1,1,0,1,1,1,1,2,0,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,1,1,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,2.0,2.0,2,2,0.6,62,1.0253164556962024,-0.3214554387734192
63,63,0,1,1,2,1,1,2,1,1,1,1,0,1,2,0,1,1.0,0,1,0,1,1,1,2,2,1,1,1,1,2,1,1,0,1,2,1,2,1,2,1,2,1,1,1,0,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,0,1,1,2,1,1,1,1,2,0,2.0,,1,1,0.4,63,1.083969465648855,-0.13151230077638282
64,64,2,1,1,1,1,1,2,1,0,1,0,2,1,2,1,1,0.0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,0,1,2,0,2,1,1,0,1,1,1,1,1,2,1,1,1,0,1,1,0,1,1,0,1,2,2,1,1,1,1,1,1,2,1,1,2,0,2,1,2.0,2.0,2,1,0.4,64,1.0465116279069768,-0.3378980617439907
65,65,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,2.0,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0.0,1.0,1,1,0.6,65,1.0193370165745856,-0.22894482131378718
66,66,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,0.0,2,2,1,0,0,1,1,2,1,1,0,2,1,1,1,1,2,1,1,1,1,2,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,2,1,0,2,2,2,1,1,2,1,1,2,1,2.0,1.0,2,0,0.4,66,1.0570175438596492,-0.2710673881487709
67,67,2,1,1,1,1,1,2,0,1,0,1,1,1,2,1,1,2.0,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,2,1,0,1,1,1,1,1,2,1,0,1,2,1,2,1,1,1,2,1,1,1,1,1,0,1,0,1,2.0,2.0,2,0,0.5,67,1.0360824742268042,-0.4307317416963692
68,68,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,0,1,1,1,1,1,1,2,2.0,1.0,1,0,0.6,68,1.0116959064327486,-0.214207370984845
69,69,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1.0,1,1,1,0,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,0,1,0.6,69,1.0245398773006136,-0.23893338660272698
70,70,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0.0,1,1,1,1,1,1,0,0,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,0,0,1,1,1,2,1,1,1,2,1,1,2.0,0.0,2,1,0.6,70,1.0291545189504374,-0.11098642421930373
71,71,2,1,1,1,1,1,2,1,1,1,1,0,1,2,1,1,2.0,1,0,1,2,2,1,1,1,1,1,1,1,2,0,1,1,0,1,2,1,1,0,1,0,1,1,2,2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2.0,2.0,2,2,0.5,71,1.031390134529148,-0.34273149565585814
72,72,1,1,1,1,1,1,2,0,1,1,1,2,0,1,1,1,2.0,1,1,0,1,0,2,1,2,1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2.0,1.0,1,0,0.4,72,1.0314009661835748,-0.43094768345574125
73,73,1,1,1,1,1,1,2,1,0,1,0,1,1,2,1,1,0.0,2,0,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,0,2,0,1,1,1,0.0,1.0,1,1,0.6,73,1.028436018957346,-0.06324060041329803
